Hourly Time,Hourly Sum
2016년 9월 29일   09시,714815.2969
2016년 9월 29일   10시,719842.9688
2016년 9월 29일   11시,718578.8398
2016년 9월 29일   12시,675858.1914
2016년 9월 29일   13시,708631.5898
2016년 9월 29일   14시,723285.6641
2016년 9월 29일   15시,720722.5586
2016년 9월 29일   16시,721327.7266
2016년 9월 29일   17시,711431.207
2016년 9월 29일   18시,714244.5273
2016년 9월 29일   19시,706882.6172
2016년 9월 29일   20시,684492.3945
2016년 9월 29일   21시,657597.4492
2016년 9월 29일   22시,632397.5781
2016년 9월 29일   23시,619991.3008
2016년 9월 30일   00시,578449.4297
2016년 9월 30일   01시,556521.1094
2016년 9월 30일   02시,541118.9531
2016년 9월 30일   03시,533595.9102
2016년 9월 30일   04시,535856.0313
2016년 9월 30일   05시,551353.5391
2016년 9월 30일   06시,578851.1133
2016년 9월 30일   07시,623461.5898
2016년 9월 30일   08시,676788.3945
2016년 9월 30일   09시,700834.625
2016년 9월 30일   10시,708006.8203
2016년 9월 30일   11시,707699.6758
2016년 9월 30일   12시,668418.332
2016년 9월 30일   13시,698267.9609
2016년 9월 30일   14시,710394.1094
2016년 9월 30일   15시,705944.1211
2016년 9월 30일   16시,707329.8242
2016년 9월 30일   17시,695224.7344
2016년 9월 30일   18시,694872.4141
2016년 9월 30일   19시,687343.6875
2016년 9월 30일   20시,667002.6406
2016년 9월 30일   21시,644181.4023
2016년 9월 30일   22시,625355.2188
2016년 9월 30일   23시,617462.3906
2016년 10월 1일   00시,576700.9063
2016년 10월 1일   01시,552846.4453
2016년 10월 1일   02시,536015.8164
2016년 10월 1일   03시,524723.4063
2016년 10월 1일   04시,526456.0508
2016년 10월 1일   05시,535914.918
2016년 10월 1일   06시,547620.5156
2016년 10월 1일   07시,562930.8398
2016년 10월 1일   08시,592921.3984
2016년 10월 1일   09시,614174.2422
2016년 10월 1일   10시,626259.7891
2016년 10월 1일   11시,626319.0625
2016년 10월 1일   12시,601205.2148
2016년 10월 1일   13시,617737.625
2016년 10월 1일   14시,622487.6914
2016년 10월 1일   15시,616840.1172
2016년 10월 1일   16시,610873.9297
2016년 10월 1일   17시,603409.668
2016년 10월 1일   18시,615459.0898
2016년 10월 1일   19시,618200.9805
2016년 10월 1일   20시,611844.4336
2016년 10월 1일   21시,598514.9883
2016년 10월 1일   22시,584713.2422
2016년 10월 1일   23시,576028.3164
2016년 10월 2일   00시,541657.5586
2016년 10월 2일   01시,517718.9766
2016년 10월 2일   02시,502136.3164
2016년 10월 2일   03시,491466.793
2016년 10월 2일   04시,489550.8672
2016년 10월 2일   05시,496887.6055
2016년 10월 2일   06시,503619.1992
2016년 10월 2일   07시,511996.7188
2016년 10월 2일   08시,522635.3672
2016년 10월 2일   09시,536082.6719
2016년 10월 2일   10시,547616.582
2016년 10월 2일   11시,549240.8047
2016년 10월 2일   12시,545856.0938
2016년 10월 2일   13시,550586.5703
2016년 10월 2일   14시,551825.8906
2016년 10월 2일   15시,551163.9453
2016년 10월 2일   16시,553065.0625
2016년 10월 2일   17시,563525.0391
2016년 10월 2일   18시,581881.0547
2016년 10월 2일   19시,588126.8516
2016년 10월 2일   20시,584726.2422
2016년 10월 2일   21시,577168.7461
2016년 10월 2일   22시,566904.4453
2016년 10월 2일   23시,552422.9844
2016년 10월 3일   00시,520233.2227
2016년 10월 3일   01시,497055.9805
2016년 10월 3일   02시,485960.6523
2016년 10월 3일   03시,478310.9219
2016년 10월 3일   04시,481119.2031
2016년 10월 3일   05시,490666.3516
2016년 10월 3일   06시,505264.2695
2016년 10월 3일   07시,530648.4961
2016년 10월 3일   08시,571797.2422
2016년 10월 3일   09시,603721.1758
2016년 10월 3일   10시,623252.6563
2016년 10월 3일   11시,629415.8828
2016년 10월 3일   12시,613777.4258
2016년 10월 3일   13시,630276.0547
2016년 10월 3일   14시,636206.1797
2016년 10월 3일   15시,636099.9688
2016년 10월 3일   16시,634929.1602
2016년 10월 3일   17시,631897.2617
2016년 10월 3일   18시,647425.8047
2016년 10월 3일   19시,651661.7461
2016년 10월 3일   20시,640508.6172
2016년 10월 3일   21시,623695.043
2016년 10월 3일   22시,605236.8672
2016년 10월 3일   23시,584349.1719
2016년 10월 4일   00시,545066.25
2016년 10월 4일   01시,523114.0937
2016년 10월 4일   02시,510165.1367
2016년 10월 4일   03시,505938.1406
2016년 10월 4일   04시,506610.957
2016년 10월 4일   05시,519796.6719
2016년 10월 4일   06시,548050.0977
2016년 10월 4일   07시,595077.5703
2016년 10월 4일   08시,652540.7383
2016년 10월 4일   09시,682247.2109
2016년 10월 4일   10시,693407.4336
2016년 10월 4일   11시,697646.1328
2016년 10월 4일   12시,662861.4727
2016년 10월 4일   13시,706738.5703
2016년 10월 4일   14시,729916.5547
2016년 10월 4일   15시,732591.125
2016년 10월 4일   16시,739541.6328
2016년 10월 4일   17시,727796.0156
2016년 10월 4일   18시,731718.1836
2016년 10월 4일   19시,723285.3828
2016년 10월 4일   20시,694766.9609
2016년 10월 4일   21시,666587.0352
2016년 10월 4일   22시,641851.1641
2016년 10월 4일   23시,624060.7813
2016년 10월 5일   00시,579711.6602
2016년 10월 5일   01시,557074.8711
2016년 10월 5일   02시,544173.2422
2016년 10월 5일   03시,536640.1953
2016년 10월 5일   04시,535419.2383
2016년 10월 5일   05시,547026.1289
2016년 10월 5일   06시,573386.9687
2016년 10월 5일   07시,618581.0508
2016년 10월 5일   08시,675837.7891
2016년 10월 5일   09시,705632.6523
2016년 10월 5일   10시,709608.8398
2016년 10월 5일   11시,699851.0547
2016년 10월 5일   12시,659275.2852
2016년 10월 5일   13시,690306.7578
2016년 10월 5일   14시,712884.8359
2016년 10월 5일   15시,716885.2578
2016년 10월 5일   16시,722810.4141
2016년 10월 5일   17시,711767.3203
2016년 10월 5일   18시,713496.3633
2016년 10월 5일   19시,705892.8789
2016년 10월 5일   20시,683802.125
2016년 10월 5일   21시,663525.5156
2016년 10월 5일   22시,641480.8398
2016년 10월 5일   23시,624016.6875
2016년 10월 6일   00시,529386.7617
2016년 10월 6일   01시,553743.6211
2016년 10월 6일   02시,542882.0938
2016년 10월 6일   03시,534619.4648
2016년 10월 6일   04시,537901.5234
2016년 10월 6일   05시,550509.7773
2016년 10월 6일   06시,576485.4492
2016년 10월 6일   07시,614499.9102
2016년 10월 6일   08시,662192.2266
2016년 10월 6일   09시,682067.9375
2016년 10월 6일   10시,686808.0938
2016년 10월 6일   11시,684855.1133
2016년 10월 6일   12시,643462.0469
2016년 10월 6일   13시,681063.1875
2016년 10월 6일   14시,702032.4609
2016년 10월 6일   15시,704459.6641
2016년 10월 6일   16시,714741.5781
2016년 10월 6일   17시,709187.1875
2016년 10월 6일   18시,717622.582
2016년 10월 6일   19시,710619.1133
2016년 10월 6일   20시,688442.7773
2016년 10월 6일   21시,662102.75
2016년 10월 6일   22시,640330.1445
2016년 10월 6일   23시,623696.4492
2016년 10월 7일   00시,578338.7539
2016년 10월 7일   01시,554918.5664
2016년 10월 7일   02시,541767.9141
2016년 10월 7일   03시,536882.793
2016년 10월 7일   04시,539053.8086
2016년 10월 7일   05시,552707.1484
2016년 10월 7일   06시,578258.1602
2016년 10월 7일   07시,616908.9336
2016년 10월 7일   08시,664334.9805
2016년 10월 7일   09시,688937.2031
2016년 10월 7일   10시,702044.6914
2016년 10월 7일   11시,705678.3438
2016년 10월 7일   12시,667212.7656
2016년 10월 7일   13시,700204.7734
2016년 10월 7일   14시,716870.8633
2016년 10월 7일   15시,718363.6133
2016년 10월 7일   16시,722972.6445
2016년 10월 7일   17시,714595.125
2016년 10월 7일   18시,712167.3594
2016년 10월 7일   19시,698083.0312
2016년 10월 7일   20시,676813.2383
2016년 10월 7일   21시,654173.6641
2016년 10월 7일   22시,636943.582
2016년 10월 7일   23시,623120.9961
2016년 10월 8일   00시,580667.4297
2016년 10월 8일   01시,557269.6797
2016년 10월 8일   02시,543451.3594
2016년 10월 8일   03시,535659.6758
2016년 10월 8일   04시,534423.5078
2016년 10월 8일   05시,542691.8828
2016년 10월 8일   06시,553918.9219
2016년 10월 8일   07시,570238.9531
2016년 10월 8일   08시,603304.1797
2016년 10월 8일   09시,624604.4922
2016년 10월 8일   10시,633944.5586
2016년 10월 8일   11시,625904.6211
2016년 10월 8일   12시,594838.4375
2016년 10월 8일   13시,607206.3398
2016년 10월 8일   14시,608428.8633
2016년 10월 8일   15시,600750.0703
2016년 10월 8일   16시,594724.2617
2016년 10월 8일   17시,587706.0156
2016년 10월 8일   18시,606035.3008
2016년 10월 8일   19시,603451.4922
2016년 10월 8일   20시,595134.1641
2016년 10월 8일   21시,584535.6289
2016년 10월 8일   22시,575640.9609
2016년 10월 8일   23시,567984.2852
2016년 10월 9일   00시,532046.6172
2016년 10월 9일   01시,508601.9609
2016년 10월 9일   02시,493484.8945
2016년 10월 9일   03시,487215.3555
2016년 10월 9일   04시,487910.3242
2016년 10월 9일   05시,497967.5391
2016년 10월 9일   06시,504658.0547
2016년 10월 9일   07시,504588.1055
2016년 10월 9일   08시,499778.9375
2016년 10월 9일   09시,499958.8867
2016년 10월 9일   10시,500389.6133
2016년 10월 9일   11시,499324.9609
2016년 10월 9일   12시,492050.4609
2016년 10월 9일   13시,501313.2109
2016년 10월 9일   14시,507989.4453
2016년 10월 9일   15시,513148.2891
2016년 10월 9일   16시,524549.4727
2016년 10월 9일   17시,542992.5469
2016년 10월 9일   18시,571378.6719
2016년 10월 9일   19시,578205.75
2016년 10월 9일   20시,573466.1836
2016년 10월 9일   21시,565461.6133
2016년 10월 9일   22시,558577.3945
2016년 10월 9일   23시,546835.6562
2016년 10월 10일   00시,512388.3945
2016년 10월 10일   01시,490122.4453
2016년 10월 10일   02시,477939.6758
2016년 10월 10일   03시,475763.4219
2016년 10월 10일   04시,483158.5195
2016년 10월 10일   05시,502742.8633
2016년 10월 10일   06시,534248.125
2016년 10월 10일   07시,580781.1055
2016년 10월 10일   08시,638666.8477
2016년 10월 10일   09시,662685.8594
2016년 10월 10일   10시,666670.7383
2016년 10월 10일   11시,665075.7852
2016년 10월 10일   12시,624969.6484
2016년 10월 10일   13시,663990.7031
2016년 10월 10일   14시,684967.5391
2016년 10월 10일   15시,688469.0352
2016년 10월 10일   16시,696560.1602
2016년 10월 10일   17시,695302.0547
2016년 10월 10일   18시,706113.6719
2016년 10월 10일   19시,697805.8906
2016년 10월 10일   20시,676864.9375
2016년 10월 10일   21시,654617.0078
2016년 10월 10일   22시,637262.2969
2016년 10월 10일   23시,628896.2617
2016년 10월 11일   00시,585376.6484
2016년 10월 11일   01시,561433.0391
2016년 10월 11일   02시,552150.9922
2016년 10월 11일   03시,546537.6523
2016년 10월 11일   04시,551735.4102
2016년 10월 11일   05시,567382.3906
2016년 10월 11일   06시,592943.6797
2016년 10월 11일   07시,628614.4258
2016년 10월 11일   08시,678792.8789
2016년 10월 11일   09시,695892.8398
2016년 10월 11일   10시,695185.2539
2016년 10월 11일   11시,691647.125
2016년 10월 11일   12시,644987.9258
2016년 10월 11일   13시,675077.7305
2016년 10월 11일   14시,689758.3984
2016년 10월 11일   15시,690121.9961
2016년 10월 11일   16시,701006.043
2016년 10월 11일   17시,699429.7695
2016년 10월 11일   18시,714349.582
2016년 10월 11일   19시,707488.5742
2016년 10월 11일   20시,686253.1289
2016년 10월 11일   21시,664572.0781
2016년 10월 11일   22시,648387.1406
2016년 10월 11일   23시,637583.9336
2016년 10월 12일   00시,591184.4766
2016년 10월 12일   01시,567037.6719
2016년 10월 12일   02시,554254.3281
2016년 10월 12일   03시,548588.9453
2016년 10월 12일   04시,552932.418
2016년 10월 12일   05시,568233.1602
2016년 10월 12일   06시,595502.168
2016년 10월 12일   07시,630904.5195
2016년 10월 12일   08시,674506.5039
2016년 10월 12일   09시,687603.0313
2016년 10월 12일   10시,684654.2031
2016년 10월 12일   11시,675476.8398
2016년 10월 12일   12시,626711.75
2016년 10월 12일   13시,658726.1328
2016년 10월 12일   14시,677676.6914
2016년 10월 12일   15시,682339.5195
2016년 10월 12일   16시,693536.707
2016년 10월 12일   17시,693561.4414
2016년 10월 12일   18시,705303.3867
2016년 10월 12일   19시,696565.3047
2016년 10월 12일   20시,681356.125
2016년 10월 12일   21시,662453.6367
2016년 10월 12일   22시,646319.7656
2016년 10월 12일   23시,635555.918
2016년 10월 13일   00시,589751.2656
2016년 10월 13일   01시,563963.8359
2016년 10월 13일   02시,551861.5742
2016년 10월 13일   03시,547844.3711
2016년 10월 13일   04시,553946.2578
2016년 10월 13일   05시,570050.7109
2016년 10월 13일   06시,596703.2148
2016년 10월 13일   07시,635109.8047
2016년 10월 13일   08시,680005.4258
2016년 10월 13일   09시,695333.3945
2016년 10월 13일   10시,696627.0781
2016년 10월 13일   11시,692015.543
2016년 10월 13일   12시,647290.0117
2016년 10월 13일   13시,682037.9258
2016년 10월 13일   14시,699206.8789
2016년 10월 13일   15시,699356.3594
2016년 10월 13일   16시,708184.5391
2016년 10월 13일   17시,707509.7383
2016년 10월 13일   18시,720609.0195
2016년 10월 13일   19시,711824.0898
2016년 10월 13일   20시,688516.6797
2016년 10월 13일   21시,668425.6523
2016년 10월 13일   22시,651304.4961
2016년 10월 13일   23시,640438.8125
2016년 10월 14일   00시,595370.5937
2016년 10월 14일   01시,569394.8242
2016년 10월 14일   02시,556726.3203
2016년 10월 14일   03시,551485.582
2016년 10월 14일   04시,556249.5703
2016년 10월 14일   05시,574489.25
2016년 10월 14일   06시,602967.793
2016년 10월 14일   07시,635705.0313
2016년 10월 14일   08시,674042.832
2016년 10월 14일   09시,684183.1641
2016년 10월 14일   10시,680170.9297
2016년 10월 14일   11시,672563.957
2016년 10월 14일   12시,628464.7188
2016년 10월 14일   13시,661370
2016년 10월 14일   14시,678370.0078
2016년 10월 14일   15시,684687.6523
2016년 10월 14일   16시,694821.4531
2016년 10월 14일   17시,697139.2266
2016년 10월 14일   18시,708587.5313
2016년 10월 14일   19시,695724.0547
2016년 10월 14일   20시,678473.3828
2016년 10월 14일   21시,658530.9609
2016년 10월 14일   22시,644117.3672
2016년 10월 14일   23시,635534.6602
2016년 10월 15일   00시,590903.832
2016년 10월 15일   01시,563370.8984
2016년 10월 15일   02시,548045.707
2016년 10월 15일   03시,540372.582
2016년 10월 15일   04시,541118.582
2016년 10월 15일   05시,552679.3398
2016년 10월 15일   06시,565410.3008
2016년 10월 15일   07시,575779.7148
2016년 10월 15일   08시,596776.5703
2016년 10월 15일   09시,604990.6406
2016년 10월 15일   10시,605075.3281
2016년 10월 15일   11시,601813.5742
2016년 10월 15일   12시,573719.0977
2016년 10월 15일   13시,592908.4375
2016년 10월 15일   14시,601953
2016년 10월 15일   15시,600782.8672
2016년 10월 15일   16시,601859.5391
2016년 10월 15일   17시,596826.4414
2016년 10월 15일   18시,614239.2422
2016년 10월 15일   19시,613474.3711
2016년 10월 15일   20시,607782.0117
2016년 10월 15일   21시,596184.043
2016년 10월 15일   22시,587890.2891
2016년 10월 15일   23시,580763.7188
2016년 10월 16일   00시,543549.9922
2016년 10월 16일   01시,518534.4883
2016년 10월 16일   02시,503276.6055
2016년 10월 16일   03시,494206.0586
2016년 10월 16일   04시,498205.1133
2016년 10월 16일   05시,506739.2266
2016년 10월 16일   06시,517739.2852
2016년 10월 16일   07시,522096.1992
2016년 10월 16일   08시,530690.8398
2016년 10월 16일   09시,541001.1484
2016년 10월 16일   10시,548544.4258
2016년 10월 16일   11시,550872.0273
2016년 10월 16일   12시,548148.6563
2016년 10월 16일   13시,555503.1367
2016년 10월 16일   14시,555811.5977
2016년 10월 16일   15시,554922.1016
2016년 10월 16일   16시,558860.8438
2016년 10월 16일   17시,569430.6797
2016년 10월 16일   18시,590144.75
2016년 10월 16일   19시,590738.6484
2016년 10월 16일   20시,586252.1758
2016년 10월 16일   21시,579207.1016
2016년 10월 16일   22시,573773.2148
2016년 10월 16일   23시,560000.5859
2016년 10월 17일   00시,521156.5469
2016년 10월 17일   01시,496646.7344
2016년 10월 17일   02시,481955.7773
2016년 10월 17일   03시,478688.8828
2016년 10월 17일   04시,484858.0156
2016년 10월 17일   05시,504849.4102
2016년 10월 17일   06시,540420.3242
2016년 10월 17일   07시,592177.957
2016년 10월 17일   08시,659133.2109
2016년 10월 17일   09시,684818.6211
2016년 10월 17일   10시,685089.5508
2016년 10월 17일   11시,680585.7617
2016년 10월 17일   12시,638226.5234
2016년 10월 17일   13시,675765.6367
2016년 10월 17일   14시,692721.7969
2016년 10월 17일   15시,691811.9414
2016년 10월 17일   16시,699364.6914
2016년 10월 17일   17시,701851.1055
2016년 10월 17일   18시,714805.7188
2016년 10월 17일   19시,703439.7305
2016년 10월 17일   20시,681859.8281
2016년 10월 17일   21시,662226.1172
2016년 10월 17일   22시,646959.3867
2016년 10월 17일   23시,632053.418
2016년 10월 18일   00시,632839.4531
2016년 10월 18일   01시,560565.3281
2016년 10월 18일   02시,548506.4609
2016년 10월 18일   03시,541689.2656
2016년 10월 18일   04시,544709.6328
2016년 10월 18일   05시,559257.2383
2016년 10월 18일   06시,587469.8555
2016년 10월 18일   07시,623166.6523
2016년 10월 18일   08시,674435.1328
2016년 10월 18일   09시,692875.4883
2016년 10월 18일   10시,692223.9297
2016년 10월 18일   11시,686622.1797
2016년 10월 18일   12시,641978.75
2016년 10월 18일   13시,680295.0898
2016년 10월 18일   14시,700421.2461
2016년 10월 18일   15시,700109.8203
2016년 10월 18일   16시,708055.8633
2016년 10월 18일   17시,711582.8477
2016년 10월 18일   18시,725340.9609
2016년 10월 18일   19시,713095.5156
2016년 10월 18일   20시,691434.7578
2016년 10월 18일   21시,668901.5977
2016년 10월 18일   22시,651740.4531
2016년 10월 18일   23시,638264.4063
2016년 10월 19일   00시,590316.1367
2016년 10월 19일   01시,562980.1133
2016년 10월 19일   02시,551308.3867
2016년 10월 19일   03시,545657.9883
2016년 10월 19일   04시,546949.418
2016년 10월 19일   05시,562317.2383
2016년 10월 19일   06시,592148.2891
2016년 10월 19일   07시,628666.5977
2016년 10월 19일   08시,672806.3086
2016년 10월 19일   09시,690392.2148
2016년 10월 19일   10시,689042.6836
2016년 10월 19일   11시,683806.8359
2016년 10월 19일   12시,640129.3164
2016년 10월 19일   13시,675429.6445
2016년 10월 19일   14시,696063.3477
2016년 10월 19일   15시,698448.168
2016년 10월 19일   16시,704527.5234
2016년 10월 19일   17시,700247.1172
2016년 10월 19일   18시,712136.2734
2016년 10월 19일   19시,700343.7305
2016년 10월 19일   20시,680305.4062
2016년 10월 19일   21시,662572.7227
2016년 10월 19일   22시,646876.1016
2016년 10월 19일   23시,632466.2422
2016년 10월 20일   00시,586086.1719
2016년 10월 20일   01시,560354.918
2016년 10월 20일   02시,547603.0117
2016년 10월 20일   03시,541950.0312
2016년 10월 20일   04시,544616.25
2016년 10월 20일   05시,560181.3789
2016년 10월 20일   06시,589147.0898
2016년 10월 20일   07시,627316.1719
2016년 10월 20일   08시,676437.0195
2016년 10월 20일   09시,694060.375
2016년 10월 20일   10시,692689.9961
2016년 10월 20일   11시,687223.3828
2016년 10월 20일   12시,645411.8672
2016년 10월 20일   13시,684731.5938
2016년 10월 20일   14시,705984.1484
2016년 10월 20일   15시,709379.6875
2016년 10월 20일   16시,715300.793
2016년 10월 20일   17시,713789.4375
2016년 10월 20일   18시,723612.6133
2016년 10월 20일   19시,711767.2266
2016년 10월 20일   20시,688488.0508
2016년 10월 20일   21시,667630.918
2016년 10월 20일   22시,650464.0391
2016년 10월 20일   23시,638325.5898
2016년 10월 21일   00시,590373.9883
2016년 10월 21일   01시,564254.7227
2016년 10월 21일   02시,552624.0273
2016년 10월 21일   03시,547487.1719
2016년 10월 21일   04시,550143.1406
2016년 10월 21일   05시,564999.0742
2016년 10월 21일   06시,590130.5117
2016년 10월 21일   07시,627949.7031
2016년 10월 21일   08시,676913.1719
2016년 10월 21일   09시,701114.5195
2016년 10월 21일   10시,704431.9453
2016년 10월 21일   11시,701094.3438
2016년 10월 21일   12시,660035.1211
2016년 10월 21일   13시,692043.8164
2016년 10월 21일   14시,708607.8398
2016년 10월 21일   15시,706766.1523
2016년 10월 21일   16시,709369.457
2016년 10월 21일   17시,704723.3984
2016년 10월 21일   18시,708033.9336
2016년 10월 21일   19시,694541.3164
2016년 10월 21일   20시,673878.0898
2016년 10월 21일   21시,656144
2016년 10월 21일   22시,642332.5664
2016년 10월 21일   23시,632404.1641
2016년 10월 22일   00시,586291.7617
2016년 10월 22일   01시,559999.7734
2016년 10월 22일   02시,543798.4219
2016년 10월 22일   03시,537562.9687
2016년 10월 22일   04시,540434.1328
2016년 10월 22일   05시,550476.1289
2016년 10월 22일   06시,563349.2266
2016년 10월 22일   07시,573928.2969
2016년 10월 22일   08시,599769.043
2016년 10월 22일   09시,612816.1602
2016년 10월 22일   10시,616898.7266
2016년 10월 22일   11시,612208.8359
2016년 10월 22일   12시,584333.1328
2016년 10월 22일   13시,601592.1641
2016년 10월 22일   14시,609377.5898
2016년 10월 22일   15시,607323.5781
2016년 10월 22일   16시,605601.1172
2016년 10월 22일   17시,600130.3477
2016년 10월 22일   18시,617354.0195
2016년 10월 22일   19시,610732.6445
2016년 10월 22일   20시,603674.7539
2016년 10월 22일   21시,595937.5977
2016년 10월 22일   22시,589357.7344
2016년 10월 22일   23시,582692.5508
2016년 10월 23일   00시,544059.9258
2016년 10월 23일   01시,518107.4844
2016년 10월 23일   02시,502870.5234
2016년 10월 23일   03시,495571.4219
2016년 10월 23일   04시,497513.7305
2016년 10월 23일   05시,508308.9727
2016년 10월 23일   06시,514741.4141
2016년 10월 23일   07시,517419.6211
2016년 10월 23일   08시,524709.3398
2016년 10월 23일   09시,532186.2109
2016년 10월 23일   10시,538986.5
2016년 10월 23일   11시,539030.457
2016년 10월 23일   12시,530375.2383
2016년 10월 23일   13시,538867.8242
2016년 10월 23일   14시,541206.0117
2016년 10월 23일   15시,545516.6445
2016년 10월 23일   16시,552908.4883
2016년 10월 23일   17시,565327.0703
2016년 10월 23일   18시,583929.3906
2016년 10월 23일   19시,583114.5703
2016년 10월 23일   20시,579918.9961
2016년 10월 23일   21시,571429.8281
2016년 10월 23일   22시,569035.6992
2016년 10월 23일   23시,558889.1328
2016년 10월 24일   00시,521920.4961
2016년 10월 24일   01시,499040.9414
2016년 10월 24일   02시,486553.0703
2016년 10월 24일   03시,484515.043
2016년 10월 24일   04시,493318.3086
2016년 10월 24일   05시,515295.5469
2016년 10월 24일   06시,550232.168
2016년 10월 24일   07시,597795.5586
2016년 10월 24일   08시,653116.4883
2016년 10월 24일   09시,676573.3594
2016년 10월 24일   10시,675612.0234
2016년 10월 24일   11시,672590.3594
2016년 10월 24일   12시,627066.5156
2016년 10월 24일   13시,659539.9805
2016년 10월 24일   14시,679263.6484
2016년 10월 24일   15시,684222.1953
2016년 10월 24일   16시,696112.2734
2016년 10월 24일   17시,703283.7383
2016년 10월 24일   18시,715087.4102
2016년 10월 24일   19시,700978.7148
2016년 10월 24일   20시,678790.3477
2016년 10월 24일   21시,659652.3555
2016년 10월 24일   22시,644301.293
2016년 10월 24일   23시,630793.5
2016년 10월 25일   00시,583746.1797
2016년 10월 25일   01시,561681.0312
2016년 10월 25일   02시,549356.5352
2016년 10월 25일   03시,542119.3555
2016년 10월 25일   04시,545146.918
2016년 10월 25일   05시,561862.6094
2016년 10월 25일   06시,593589.6836
2016년 10월 25일   07시,631734.6094
2016년 10월 25일   08시,681208.9336
2016년 10월 25일   09시,709651.8633
2016년 10월 25일   10시,716115.9883
2016년 10월 25일   11시,710346.3164
2016년 10월 25일   12시,660316.7344
2016년 10월 25일   13시,686334.957
2016년 10월 25일   14시,697280.9727
2016년 10월 25일   15시,691647.5391
2016년 10월 25일   16시,759105.625
2016년 10월 25일   17시,706905.9766
2016년 10월 25일   18시,718113.0781
2016년 10월 25일   19시,706254.2852
2016년 10월 25일   20시,686250.6992
2016년 10월 25일   21시,666774.4141
2016년 10월 25일   22시,652228.2695
2016년 10월 25일   23시,639554.3008
2016년 10월 26일   00시,593098.3477
2016년 10월 26일   01시,564823.6289
2016년 10월 26일   02시,550340.8008
2016년 10월 26일   03시,546408.9805
2016년 10월 26일   04시,551292.4961
2016년 10월 26일   05시,568612.8672
2016년 10월 26일   06시,598706.3516
2016년 10월 26일   07시,632513.3789
2016년 10월 26일   08시,673743.4688
2016년 10월 26일   09시,689189.9805
2016년 10월 26일   10시,690936.1953
2016년 10월 26일   11시,687763.7031
2016년 10월 26일   12시,646441.9688
2016년 10월 26일   13시,683964.9023
2016년 10월 26일   14시,702174.7773
2016년 10월 26일   15시,703692.7422
2016년 10월 26일   16시,708827.418
2016년 10월 26일   17시,706263.0547
2016년 10월 26일   18시,709166.0195
2016년 10월 26일   19시,694848.9336
2016년 10월 26일   20시,677301
2016년 10월 26일   21시,663392.6719
2016년 10월 26일   22시,650397.668
2016년 10월 26일   23시,641151.1797
2016년 10월 27일   00시,593810.5391
2016년 10월 27일   01시,564989.2813
2016년 10월 27일   02시,551609.1523
2016년 10월 27일   03시,546402.2461
2016년 10월 27일   04시,553625.293
2016년 10월 27일   05시,570649.4141
2016년 10월 27일   06시,597781.7266
2016년 10월 27일   07시,632204.6641
2016년 10월 27일   08시,678559.1719
2016년 10월 27일   09시,697882.293
2016년 10월 27일   10시,700306.0625
2016년 10월 27일   11시,692468.0234
2016년 10월 27일   12시,645446.8008
2016년 10월 27일   13시,678671.2305
2016년 10월 27일   14시,695826.4609
2016년 10월 27일   15시,697290.3047
2016년 10월 27일   16시,705909.9492
2016년 10월 27일   17시,710692.5625
2016년 10월 27일   18시,718983.0859
2016년 10월 27일   19시,705860.0742
2016년 10월 27일   20시,684693.3633
2016년 10월 27일   21시,662873.7383
2016년 10월 27일   22시,651305.0273
2016년 10월 27일   23시,640849.9297
2016년 10월 28일   00시,593646.8867
2016년 10월 28일   01시,564740.0117
2016년 10월 28일   02시,550851.1328
2016년 10월 28일   03시,545021.0508
2016년 10월 28일   04시,551098.7344
2016년 10월 28일   05시,570892.5586
2016년 10월 28일   06시,598574.9727
2016년 10월 28일   07시,638152.8555
2016년 10월 28일   08시,691524.9844
2016년 10월 28일   09시,712519.3906
2016년 10월 28일   10시,715477.5508
2016년 10월 28일   11시,709598.5547
2016년 10월 28일   12시,664224.8047
2016년 10월 28일   13시,691709.457
2016년 10월 28일   14시,703427.3281
2016년 10월 28일   15시,696226.4453
2016년 10월 28일   16시,699903.0078
2016년 10월 28일   17시,700997.6289
2016년 10월 28일   18시,706858.4453
2016년 10월 28일   19시,691383.418
2016년 10월 28일   20시,672792.7422
2016년 10월 28일   21시,658327.5742
2016년 10월 28일   22시,647743.6836
2016년 10월 28일   23시,641386.8828
2016년 10월 29일   00시,596192.2813
2016년 10월 29일   01시,565502.5625
2016년 10월 29일   02시,549360.1563
2016년 10월 29일   03시,544852.0195
2016년 10월 29일   04시,548414.4023
2016년 10월 29일   05시,562378.8516
2016년 10월 29일   06시,577055.375
2016년 10월 29일   07시,586797.0039
2016년 10월 29일   08시,610280.7852
2016년 10월 29일   09시,624145.6992
2016년 10월 29일   10시,628394.9453
2016년 10월 29일   11시,622048.582
2016년 10월 29일   12시,591148.7578
2016년 10월 29일   13시,604825.957
2016년 10월 29일   14시,608215.6289
2016년 10월 29일   15시,606731.2305
2016년 10월 29일   16시,607379.3438
2016년 10월 29일   17시,606074.1055
2016년 10월 29일   18시,621952.5234
2016년 10월 29일   19시,617862.1797
2016년 10월 29일   20시,613397.7383
2016년 10월 29일   21시,607140.707
2016년 10월 29일   22시,608361.7539
2016년 10월 29일   23시,606931.4336
2016년 10월 30일   00시,568532.8789
2016년 10월 30일   01시,541101.5352
2016년 10월 30일   02시,524709.3789
2016년 10월 30일   03시,517363.2891
2016년 10월 30일   04시,520802.9688
